TimestampMs,State,TargetX,TargetY,TargetZ,SetpointA,SetpointB,SetpointC,CountA,CountB,CountC,ErrA,ErrB,ErrC,Status
--- NEW TEST SESSION STARTED ---
--- NEW TEST SESSION STARTED ---
56534,4,0.00,0.00,0.00,0,0,0,46,-4,-18,-46,4,18,RUNNING
56556,4,0.00,0.00,0.00,0,0,0,80,-40,-45,-80,40,45,RUNNING
56578,4,0.00,0.00,0.00,0,0,0,81,-46,-46,-81,46,46,RUNNING
56600,4,0.00,0.00,0.00,0,0,0,80,-45,-46,-80,45,46,RUNNING
56622,4,0.00,0.00,0.00,0,0,0,78,-45,-46,-78,45,46,RUNNING
56644,4,0.00,0.00,0.00,0,0,0,79,-48,-46,-79,48,46,RUNNING
56666,4,0.00,0.00,0.00,0,0,0,79,-56,-50,-79,56,50,RUNNING
56798,4,0.00,0.00,0.00,0,0,0,91,-122,-114,-91,122,114,RUNNING
56820,4,0.00,0.00,0.00,0,0,0,91,-138,-127,-91,138,127,RUNNING
56844,4,0.00,0.00,0.00,0,0,0,91,-140,-129,-91,140,129,RUNNING
56866,4,0.00,0.00,0.00,0,0,0,90,-141,-129,-90,141,129,RUNNING
56888,4,0.00,0.00,0.00,0,0,0,86,-139,-128,-86,139,128,RUNNING
56910,4,0.00,0.00,0.00,0,0,0,82,-137,-126,-82,137,126,RUNNING
56932,4,0.00,0.00,0.00,0,0,0,71,-138,-111,-71,138,111,RUNNING
56954,4,0.00,0.00,0.00,0,0,0,60,-127,-98,-60,127,98,RUNNING
56976,4,0.00,0.00,0.00,0,0,0,50,-114,-85,-50,114,85,RUNNING
56998,4,0.00,0.00,0.00,0,0,0,38,-98,-70,-38,98,70,RUNNING
57022,4,0.00,0.00,0.00,0,0,0,32,-81,-53,-32,81,53,RUNNING
57044,4,0.00,0.00,0.00,0,0,0,32,-65,-36,-32,65,36,RUNNING
57066,4,0.00,0.00,0.00,0,0,0,33,-47,-25,-33,47,25,RUNNING
57088,4,0.00,0.00,0.00,0,0,0,33,-31,-23,-33,31,23,RUNNING
57110,4,0.00,0.00,0.00,0,0,0,33,-19,-24,-33,19,24,RUNNING
57132,4,0.00,0.00,0.00,0,0,0,30,-18,-24,-30,18,24,RUNNING
57154,4,0.00,0.00,0.00,0,0,0,24,-18,-22,-24,18,22,RUNNING
57176,4,0.00,0.00,0.00,0,0,0,16,-19,-17,-16,19,17,RUNNING
57198,4,0.00,0.00,0.00,0,0,0,8,-16,-9,-8,16,9,RUNNING
57222,4,0.00,0.00,0.00,0,0,0,4,-9,1,-4,9,-1,RUNNING
57244,4,0.00,0.00,0.00,0,0,0,4,-2,5,-4,2,-5,RUNNING
57261,4,0.00,0.00,0.00,0,0,0,4,-2,5,-4,2,-5,TEST_COMPLETE_RETURNED_HOME
65950,5,0.00,0.00,20.00,-1339,-1339,-1339,8,5,4,-1347,-1344,-1343,START_STEP
65971,5,0.00,0.00,20.00,-1339,-1339,-1339,8,4,4,-1347,-1343,-1343,RUNNING
65992,5,0.00,0.00,20.00,-1339,-1339,-1339,8,5,4,-1347,-1344,-1343,RUNNING
66014,5,0.00,0.00,20.00,-1339,-1339,-1339,8,4,4,-1347,-1343,-1343,RUNNING
66036,5,0.00,0.00,20.00,-1339,-1339,-1339,-16,3,1,-1323,-1342,-1340,RUNNING
66060,5,0.00,0.00,20.00,-1339,-1339,-1339,-62,-16,-48,-1277,-1323,-1291,RUNNING
66082,5,0.00,0.00,20.00,-1339,-1339,-1339,-110,-77,-107,-1229,-1262,-1232,RUNNING
66104,5,0.00,0.00,20.00,-1339,-1339,-1339,-169,-147,-168,-1170,-1192,-1171,RUNNING
66126,5,0.00,0.00,20.00,-1339,-1339,-1339,-239,-209,-233,-1100,-1130,-1106,RUNNING
66148,5,0.00,0.00,20.00,-1339,-1339,-1339,-302,-280,-300,-1037,-1059,-1039,RUNNING
66170,5,0.00,0.00,20.00,-1339,-1339,-1339,-368,-355,-368,-971,-984,-971,RUNNING
