TimestampMs,SessionElapsedMs,MotorIndex,MotorName,TestPhase,CommandedPWM,Pin1,Pin2,RawAngle,EncoderCounts,DeltaCounts,TotalRotations,InstantRPM,SpeedMMs,MagnetStatus,AGC,Magnitude,LimitSwitchState,DiagnosticNote
--- NEW INDIVIDUAL MOTOR DIAGNOSTIC SESSION ---
--- NEW INDIVIDUAL MOTOR DIAGNOSTIC SESSION ---
73806,41116,2,Tower_C,FWD_RAMP,60,0,60,3683,0,0,0.0000,0.00,0.00,OK,84,2127,OPEN,Ramping FWD PWM
73849,41159,2,Tower_C,FWD_RAMP,60,0,60,3689,6,6,0.0015,2.04,2.03,OK,84,2124,OPEN,Ramping FWD PWM
73892,41202,2,Tower_C,FWD_RAMP,60,0,60,3702,19,13,0.0046,4.43,4.41,OK,84,2122,OPEN,Ramping FWD PWM
73935,41245,2,Tower_C,FWD_RAMP,60,0,60,3723,40,21,0.0098,7.15,7.12,OK,84,2118,OPEN,Ramping FWD PWM
73980,41290,2,Tower_C,FWD_RAMP,60,0,60,3749,65,25,0.0159,8.14,8.10,OK,84,2111,OPEN,Ramping FWD PWM
74023,41333,2,Tower_C,FWD_RAMP,60,0,60,3775,92,27,0.0225,9.20,9.15,OK,84,2109,OPEN,Ramping FWD PWM
74066,41376,2,Tower_C,FWD_RAMP,60,0,60,3810,127,35,0.0310,11.92,11.86,OK,84,2098,OPEN,Ramping FWD PWM
74109,41419,2,Tower_C,FWD_RAMP,60,0,60,3843,159,32,0.0388,10.90,10.84,OK,84,2094,OPEN,Ramping FWD PWM
74152,41462,2,Tower_C,FWD_RAMP,60,0,60,3876,193,34,0.0471,11.58,11.52,OK,84,2086,OPEN,Ramping FWD PWM
74198,41508,2,Tower_C,FWD_RAMP,60,0,60,3913,229,36,0.0559,11.46,11.40,OK,84,2079,OPEN,Ramping FWD PWM
74241,41551,2,Tower_C,FWD_RAMP,60,0,60,3947,263,34,0.0642,11.58,11.52,OK,84,2069,OPEN,Ramping FWD PWM
74284,41594,2,Tower_C,FWD_RAMP,60,0,60,3980,297,34,0.0725,11.58,11.52,OK,84,2062,OPEN,Ramping FWD PWM
74327,41637,2,Tower_C,FWD_RAMP,60,0,60,4017,334,37,0.0815,12.60,12.54,OK,84,2050,OPEN,Ramping FWD PWM
74370,41680,2,Tower_C,FWD_RAMP,60,0,60,4051,367,33,0.0896,11.24,11.18,OK,86,2066,OPEN,Ramping FWD PWM
74416,41726,2,Tower_C,FWD_RAMP,60,0,60,4084,401,34,0.0979,10.83,10.77,OK,86,2054,OPEN,Ramping FWD PWM
74495,41805,2,Tower_C,FWD_RAMP,60,0,60,45,457,56,0.1116,10.38,10.33,OK,88,2059,OPEN,Ramping FWD PWM
74539,41849,2,Tower_C,FWD_RAMP,60,0,60,81,493,36,0.1204,11.99,11.92,OK,90,2068,OPEN,Ramping FWD PWM
74582,41892,2,Tower_C,FWD_RAMP,60,0,60,119,532,39,0.1299,13.29,13.22,OK,90,2051,OPEN,Ramping FWD PWM
74625,41935,2,Tower_C,FWD_RAMP,60,0,60,155,567,35,0.1384,11.92,11.86,OK,92,2059,OPEN,Ramping FWD PWM
74671,41981,2,Tower_C,FWD_RAMP,60,0,60,192,604,37,0.1475,11.78,11.72,OK,94,2069,OPEN,Ramping FWD PWM
74714,42024,2,Tower_C,FWD_RAMP,60,0,60,224,637,33,0.1555,11.24,11.18,OK,94,2055,OPEN,Ramping FWD PWM
74758,42068,2,Tower_C,FWD_RAMP,60,0,60,257,670,33,0.1636,10.99,10.93,OK,96,2065,OPEN,Ramping FWD PWM
74801,42111,2,Tower_C,FWD_RAMP,60,0,60,297,710,40,0.1733,13.63,13.56,OK,96,2052,OPEN,Ramping FWD PWM
74845,42155,2,Tower_C,FWD_RAMP,60,0,60,339,752,42,0.1836,13.98,13.91,OK,98,2068,OPEN,Ramping FWD PWM
74891,42201,2,Tower_C,FWD_RAMP,60,0,60,378,790,38,0.1929,12.10,12.04,OK,98,2061,OPEN,Ramping FWD PWM
74934,42244,2,Tower_C,FWD_RAMP,60,0,60,416,829,39,0.2024,13.29,13.22,OK,98,2063,OPEN,Ramping FWD PWM
74977,42287,2,Tower_C,FWD_RAMP,60,0,60,454,867,38,0.2117,12.95,12.88,OK,98,2067,OPEN,Ramping FWD PWM
75021,42331,2,Tower_C,FWD_RAMP,60,0,60,495,907,40,0.2214,13.32,13.25,OK,98,2072,OPEN,Ramping FWD PWM
75064,42374,2,Tower_C,FWD_RAMP,60,0,60,535,947,40,0.2312,13.63,13.56,OK,98,2078,OPEN,Ramping FWD PWM
75110,42420,2,Tower_C,FWD_RAMP,60,0,60,579,992,45,0.2422,14.33,14.26,OK,98,2092,OPEN,Ramping FWD PWM
75153,42463,2,Tower_C,FWD_RAMP,60,0,60,618,1031,39,0.2517,13.29,13.22,OK,98,2107,OPEN,Ramping FWD PWM
75197,42507,2,Tower_C,FWD_RAMP,60,0,60,654,1067,36,0.2605,11.99,11.92,OK,98,2126,OPEN,Ramping FWD PWM
75241,42551,2,Tower_C,FWD_RAMP,60,0,60,692,1105,38,0.2698,12.65,12.59,OK,96,2123,OPEN,Ramping FWD PWM
75284,42594,2,Tower_C,FWD_RAMP,60,0,60,732,1144,39,0.2793,13.29,13.22,OK,94,2124,OPEN,Ramping FWD PWM
75329,42639,2,Tower_C,FWD_RAMP,100,0,100,778,1190,46,0.2905,14.97,14.90,OK,92,2129,OPEN,Ramping FWD PWM
75372,42682,2,Tower_C,FWD_RAMP,100,0,100,821,1234,44,0.3013,14.99,14.91,OK,90,2138,OPEN,Ramping FWD PWM
75415,42725,2,Tower_C,FWD_RAMP,100,0,100,868,1280,46,0.3125,15.67,15.59,OK,86,2121,OPEN,Ramping FWD PWM
75458,42768,2,Tower_C,FWD_RAMP,100,0,100,911,1324,44,0.3232,14.99,14.91,OK,84,2127,OPEN,Ramping FWD PWM
75501,42811,2,Tower_C,FWD_RAMP,100,0,100,966,1378,54,0.3364,18.40,18.30,OK,82,2138,OPEN,Ramping FWD PWM
75557,42867,2,Tower_C,FWD_RAMP,100,0,100,1039,1452,74,0.3545,19.36,19.26,OK,78,2122,OPEN,Ramping FWD PWM
75602,42912,2,Tower_C,FWD_RAMP,100,0,100,1093,1506,54,0.3677,17.58,17.49,OK,78,2142,OPEN,Ramping FWD PWM
75647,42957,2,Tower_C,FWD_RAMP,100,0,100,1149,1561,55,0.3811,17.90,17.81,OK,76,2125,OPEN,Ramping FWD PWM
75692,43002,2,Tower_C,FWD_RAMP,100,0,100,1212,1625,64,0.3967,20.83,20.73,OK,76,2129,OPEN,Ramping FWD PWM
75737,43047,2,Tower_C,FWD_RAMP,100,0,100,1272,1685,60,0.4114,19.53,19.43,OK,76,2127,OPEN,Ramping FWD PWM
75785,43095,2,Tower_C,FWD_RAMP,100,0,100,1337,1750,65,0.4272,19.84,19.73,OK,76,2120,OPEN,Ramping FWD PWM
75830,43140,2,Tower_C,FWD_RAMP,100,0,100,1406,1818,68,0.4438,22.14,22.02,OK,76,2110,OPEN,Ramping FWD PWM
75875,43185,2,Tower_C,FWD_RAMP,100,0,100,1470,1882,64,0.4595,20.83,20.73,OK,76,2102,OPEN,Ramping FWD PWM
75920,43230,2,Tower_C,FWD_RAMP,100,0,100,1529,1941,59,0.4739,19.21,19.11,OK,76,2097,OPEN,Ramping FWD PWM
75965,43275,2,Tower_C,FWD_RAMP,100,0,100,1600,2012,71,0.4912,23.11,22.99,OK,76,2093,OPEN,Ramping FWD PWM
76012,43322,2,Tower_C,FWD_RAMP,100,0,100,1674,2086,74,0.5093,23.06,22.94,OK,76,2092,OPEN,Ramping FWD PWM
76057,43367,2,Tower_C,FWD_RAMP,100,0,100,1736,2149,63,0.5247,20.51,20.40,OK,76,2091,OPEN,Ramping FWD PWM
76102,43412,2,Tower_C,FWD_RAMP,100,0,100,1795,2207,58,0.5388,18.88,18.78,OK,76,2093,OPEN,Ramping FWD PWM
76147,43457,2,Tower_C,FWD_RAMP,100,0,100,1861,2273,66,0.5549,21.48,21.37,OK,76,2097,OPEN,Ramping FWD PWM
76192,43502,2,Tower_C,FWD_RAMP,100,0,100,1922,2335,62,0.5701,20.18,20.08,OK,76,2096,OPEN,Ramping FWD PWM
76239,43549,2,Tower_C,FWD_RAMP,100,0,100,1984,2396,61,0.5850,19.01,18.91,OK,76,2088,OPEN,Ramping FWD PWM
76284,43594,2,Tower_C,FWD_RAMP,100,0,100,2042,2455,59,0.5994,19.21,19.11,OK,76,2072,OPEN,Ramping FWD PWM
76329,43639,2,Tower_C,FWD_RAMP,100,0,100,2100,2513,58,0.6135,18.88,18.78,OK,76,2050,OPEN,Ramping FWD PWM
76374,43684,2,Tower_C,FWD_RAMP,100,0,100,2158,2570,57,0.6274,18.55,18.46,OK,78,2050,OPEN,Ramping FWD PWM
76419,43729,2,Tower_C,FWD_RAMP,100,0,100,2219,2631,61,0.6423,19.86,19.75,OK,80,2052,OPEN,Ramping FWD PWM
76466,43776,2,Tower_C,FWD_RAMP,100,0,100,2286,2698,67,0.6587,20.88,20.77,OK,82,2050,OPEN,Ramping FWD PWM
76511,43821,2,Tower_C,FWD_RAMP,100,0,100,2345,2757,59,0.6731,19.21,19.11,OK,86,2071,OPEN,Ramping FWD PWM
76556,43866,2,Tower_C,FWD_RAMP,100,0,100,2411,2823,66,0.6892,21.48,21.37,OK,88,2071,OPEN,Ramping FWD PWM
76601,43911,2,Tower_C,FWD_RAMP,100,0,100,2482,2895,72,0.7068,23.44,23.32,OK,88,2062,OPEN,Ramping FWD PWM
76648,43958,2,Tower_C,FWD_RAMP,100,0,100,2559,2971,76,0.7253,23.69,23.56,OK,90,2096,OPEN,Ramping FWD PWM
76693,44003,2,Tower_C,FWD_RAMP,100,0,100,2626,3039,68,0.7419,22.14,22.02,OK,90,2122,OPEN,Ramping FWD PWM
76738,44048,2,Tower_C,FWD_RAMP,100,0,100,2694,3107,68,0.7585,22.14,22.02,OK,88,2126,OPEN,Ramping FWD PWM
76783,44093,2,Tower_C,FWD_RAMP,100,0,100,2767,3179,72,0.7761,23.44,23.32,OK,84,2128,OPEN,Ramping FWD PWM
76828,44138,2,Tower_C,FWD_RAMP,100,0,100,2834,3247,68,0.7927,22.14,22.02,OK,80,2133,OPEN,Ramping FWD PWM
76875,44185,2,Tower_C,FWD_RAMP,140,0,140,2913,3325,78,0.8118,24.31,24.18,OK,74,2114,OPEN,Ramping FWD PWM
76920,44230,2,Tower_C,FWD_RAMP,140,0,140,2980,3392,67,0.8281,21.81,21.70,OK,72,2140,OPEN,Ramping FWD PWM
76965,44275,2,Tower_C,FWD_RAMP,140,0,140,3047,3460,68,0.8447,22.14,22.02,OK,68,2124,OPEN,Ramping FWD PWM
77010,44320,2,Tower_C,FWD_RAMP,140,0,140,3120,3533,73,0.8625,23.76,23.64,OK,66,2118,OPEN,Ramping FWD PWM
77055,44365,2,Tower_C,FWD_RAMP,140,0,140,3199,3612,79,0.8818,25.72,25.58,OK,66,2120,OPEN,Ramping FWD PWM
77102,44412,2,Tower_C,FWD_RAMP,140,0,140,3277,3689,77,0.9006,24.00,23.87,OK,66,2093,OPEN,Ramping FWD PWM
77147,44457,2,Tower_C,FWD_RAMP,140,0,140,3360,3773,84,0.9211,27.34,27.20,OK,66,2054,OPEN,Ramping FWD PWM
77192,44502,2,Tower_C,FWD_RAMP,140,0,140,3444,3856,83,0.9414,27.02,26.88,OK,72,2073,OPEN,Ramping FWD PWM
77237,44547,2,Tower_C,FWD_RAMP,140,0,140,3528,3940,84,0.9619,27.34,27.20,OK,76,2061,OPEN,Ramping FWD PWM
77282,44592,2,Tower_C,FWD_RAMP,140,0,140,3619,4032,92,0.9844,29.95,29.79,OK,80,2059,OPEN,Ramping FWD PWM
77329,44639,2,Tower_C,FWD_RAMP,140,0,140,3708,4120,88,1.0059,27.43,27.29,OK,86,2062,OPEN,Ramping FWD PWM
77374,44684,2,Tower_C,FWD_RAMP,140,0,140,3799,4211,91,1.0281,29.62,29.47,OK,90,2068,OPEN,Ramping FWD PWM
77419,44729,2,Tower_C,FWD_RAMP,140,0,140,3882,4294,83,1.0483,27.02,26.88,OK,94,2058,OPEN,Ramping FWD PWM
77464,44774,2,Tower_C,FWD_RAMP,140,0,140,3958,4370,76,1.0669,24.74,24.61,OK,100,2067,OPEN,Ramping FWD PWM
77509,44819,2,Tower_C,FWD_RAMP,140,0,140,4041,4453,83,1.0872,27.02,26.88,OK,104,2061,OPEN,Ramping FWD PWM
77556,44866,2,Tower_C,FWD_RAMP,140,0,140,22,4530,77,1.1060,24.00,23.87,OK,110,2069,OPEN,Ramping FWD PWM
77601,44911,2,Tower_C,FWD_RAMP,140,0,140,100,4608,78,1.1250,25.39,25.26,OK,112,2053,OPEN,Ramping FWD PWM
77646,44956,2,Tower_C,FWD_RAMP,140,0,140,179,4687,79,1.1443,25.72,25.58,OK,114,2057,OPEN,Ramping FWD PWM
77691,45001,2,Tower_C,FWD_RAMP,140,0,140,256,4765,78,1.1633,25.39,25.26,OK,114,2051,OPEN,Ramping FWD PWM
77736,45046,2,Tower_C,FWD_RAMP,140,0,140,346,4854,89,1.1851,28.97,28.82,OK,116,2073,OPEN,Ramping FWD PWM
77783,45093,2,Tower_C,FWD_RAMP,140,0,140,432,4940,86,1.2061,26.80,26.67,OK,116,2116,OPEN,Ramping FWD PWM
77828,45138,2,Tower_C,FWD_RAMP,140,0,140,525,5033,93,1.2288,30.27,30.12,OK,114,2130,OPEN,Ramping FWD PWM
77873,45183,2,Tower_C,FWD_RAMP,140,0,140,624,5132,99,1.2529,32.23,32.06,OK,106,2143,OPEN,Ramping FWD PWM
77918,45228,2,Tower_C,FWD_RAMP,140,0,140,707,5216,84,1.2734,27.34,27.20,OK,98,2140,OPEN,Ramping FWD PWM
77963,45273,2,Tower_C,FWD_RAMP,140,0,140,799,5308,92,1.2959,29.95,29.79,OK,90,2126,OPEN,Ramping FWD PWM
78010,45320,2,Tower_C,FWD_RAMP,140,0,140,889,5398,90,1.3179,28.05,27.91,OK,82,2122,OPEN,Ramping FWD PWM
78055,45365,2,Tower_C,FWD_RAMP,140,0,140,974,5482,84,1.3384,27.34,27.20,OK,78,2128,OPEN,Ramping FWD PWM
78100,45410,2,Tower_C,FWD_RAMP,140,0,140,1053,5561,79,1.3577,25.72,25.58,OK,74,2122,OPEN,Ramping FWD PWM
78145,45455,2,Tower_C,FWD_RAMP,140,0,140,1127,5635,74,1.3757,24.09,23.96,OK,72,2117,OPEN,Ramping FWD PWM
78190,45500,2,Tower_C,FWD_RAMP,140,0,140,1217,5725,90,1.3977,29.30,29.15,OK,72,2111,OPEN,Ramping FWD PWM
78237,45547,2,Tower_C,FWD_RAMP,140,0,140,1296,5804,79,1.4170,24.62,24.49,OK,72,2091,OPEN,Ramping FWD PWM
78282,45592,2,Tower_C,FWD_RAMP,140,0,140,1384,5892,88,1.4385,28.65,28.50,OK,72,2064,OPEN,Ramping FWD PWM
78327,45637,2,Tower_C,FWD_RAMP,140,0,140,1475,5983,91,1.4607,29.62,29.47,OK,76,2069,OPEN,Ramping FWD PWM
78372,45682,2,Tower_C,FWD_RAMP,140,0,140,1560,6068,85,1.4814,27.67,27.53,OK,78,2050,OPEN,Ramping FWD PWM
78419,45729,2,Tower_C,FWD_RAMP,180,0,180,1655,6163,95,1.5046,29.61,29.46,OK,80,2054,OPEN,Ramping FWD PWM
78464,45774,2,Tower_C,FWD_RAMP,180,0,180,1742,6250,87,1.5259,28.32,28.17,OK,82,2048,OPEN,Ramping FWD PWM
78509,45819,2,Tower_C,FWD_RAMP,180,0,180,1845,6353,103,1.5510,33.53,33.36,OK,84,2050,OPEN,Ramping FWD PWM
78554,45864,2,Tower_C,FWD_RAMP,180,0,180,1937,6446,93,1.5737,30.27,30.12,OK,88,2071,OPEN,Ramping FWD PWM
78599,45909,2,Tower_C,FWD_RAMP,180,0,180,2036,6544,98,1.5977,31.90,31.74,OK,90,2068,OPEN,Ramping FWD PWM
78646,45956,2,Tower_C,FWD_RAMP,180,0,180,2137,6645,101,1.6223,31.48,31.32,OK,92,2066,OPEN,Ramping FWD PWM
78691,46001,2,Tower_C,FWD_RAMP,180,0,180,2251,6759,114,1.6501,37.11,36.92,OK,94,2066,OPEN,Ramping FWD PWM
78736,46046,2,Tower_C,FWD_RAMP,180,0,180,2356,6864,105,1.6758,34.18,34.00,OK,94,2056,OPEN,Ramping FWD PWM
78781,46091,2,Tower_C,FWD_RAMP,180,0,180,2477,6984,120,1.7051,39.06,38.86,OK,96,2097,OPEN,Ramping FWD PWM
78826,46136,2,Tower_C,FWD_RAMP,180,0,180,2598,7106,122,1.7349,39.71,39.51,OK,94,2143,OPEN,Ramping FWD PWM
78873,46183,2,Tower_C,FWD_RAMP,180,0,180,2733,7241,135,1.7678,42.08,41.86,OK,86,2119,OPEN,Ramping FWD PWM
78918,46228,2,Tower_C,FWD_RAMP,180,0,180,2849,7357,116,1.7961,37.76,37.57,OK,78,2123,OPEN,Ramping FWD PWM
78963,46273,2,Tower_C,FWD_RAMP,180,0,180,2969,7476,119,1.8252,38.74,38.54,OK,72,2129,OPEN,Ramping FWD PWM
79008,46318,2,Tower_C,FWD_RAMP,180,0,180,3074,7582,106,1.8511,34.51,34.33,OK,68,2116,OPEN,Ramping FWD PWM
79053,46363,2,Tower_C,FWD_RAMP,180,0,180,3182,7690,108,1.8774,35.16,34.97,OK,68,2120,OPEN,Ramping FWD PWM
79100,46410,2,Tower_C,FWD_RAMP,180,0,180,3293,7801,111,1.9045,34.60,34.42,OK,68,2067,OPEN,Ramping FWD PWM
79145,46455,2,Tower_C,FWD_RAMP,180,0,180,3409,7917,116,1.9329,37.76,37.57,OK,72,2048,OPEN,Ramping FWD PWM
79190,46500,2,Tower_C,FWD_RAMP,180,0,180,3518,8026,109,1.9595,35.48,35.30,OK,80,2075,OPEN,Ramping FWD PWM
79235,46545,2,Tower_C,FWD_RAMP,180,0,180,3644,8152,126,1.9902,41.02,40.80,OK,84,2052,OPEN,Ramping FWD PWM
79280,46590,2,Tower_C,FWD_RAMP,180,0,180,3751,8259,107,2.0164,34.83,34.65,OK,90,2065,OPEN,Ramping FWD PWM
79327,46637,2,Tower_C,FWD_RAMP,180,0,180,3864,8372,113,2.0439,35.22,35.04,OK,94,2067,OPEN,Ramping FWD PWM
79372,46682,2,Tower_C,FWD_RAMP,180,0,180,3962,8470,98,2.0679,31.90,31.74,OK,102,2055,OPEN,Ramping FWD PWM
79417,46727,2,Tower_C,FWD_RAMP,180,0,180,4063,8571,101,2.0925,32.88,32.71,OK,110,2050,OPEN,Ramping FWD PWM
79462,46772,2,Tower_C,FWD_RAMP,180,0,180,62,8666,95,2.1157,30.92,30.76,OK,118,2064,OPEN,Ramping FWD PWM
79507,46817,2,Tower_C,FWD_RAMP,180,0,180,168,8772,106,2.1416,34.51,34.33,OK,122,2066,OPEN,Ramping FWD PWM
79554,46864,2,Tower_C,FWD_RAMP,180,0,180,271,8875,103,2.1667,32.10,31.94,OK,122,2078,OPEN,Ramping FWD PWM
79599,46909,2,Tower_C,FWD_RAMP,180,0,180,385,8989,114,2.1946,37.11,36.92,OK,122,2112,OPEN,Ramping FWD PWM
79804,47114,2,Tower_C,FWD_RAMP,180,0,180,892,9496,507,2.3184,36.23,36.04,OK,94,2144,OPEN,Ramping FWD PWM
79849,47159,2,Tower_C,FWD_RAMP,180,0,180,1000,9604,108,2.3447,35.16,34.97,OK,88,2134,OPEN,Ramping FWD PWM
79896,47206,2,Tower_C,FWD_RAMP,180,0,180,1100,9704,100,2.3691,31.17,31.01,OK,76,2120,OPEN,Ramping FWD PWM
79941,47251,2,Tower_C,FWD_RAMP,220,0,220,1197,9801,97,2.3928,31.58,31.41,OK,70,2138,OPEN,Ramping FWD PWM
79986,47296,2,Tower_C,FWD_RAMP,220,0,220,1293,9897,96,2.4163,31.25,31.09,OK,62,2118,OPEN,Ramping FWD PWM
80031,47341,2,Tower_C,FWD_RAMP,220,0,220,1401,10006,109,2.4429,35.48,35.30,OK,56,2104,OPEN,Ramping FWD PWM
80076,47386,2,Tower_C,FWD_RAMP,220,0,220,1503,10107,101,2.4675,32.88,32.71,OK,50,2108,OPEN,Ramping FWD PWM
80123,47433,2,Tower_C,FWD_RAMP,220,0,220,1614,10218,111,2.4946,34.60,34.42,OK,48,2101,OPEN,Ramping FWD PWM
80168,47478,2,Tower_C,FWD_RAMP,220,0,220,1687,10291,73,2.5125,23.76,23.64,OK,54,2074,OPEN,Ramping FWD PWM
80213,47523,2,Tower_C,FWD_RAMP,220,0,220,1731,10335,44,2.5232,14.32,14.25,OK,76,2048,OPEN,Ramping FWD PWM
80258,47568,2,Tower_C,FWD_RAMP,220,0,220,1729,10334,-1,2.5229,-0.33,-0.32,OK,70,2113,OPEN,Ramping FWD PWM
80303,47613,2,Tower_C,FWD_RAMP,220,0,220,1709,10314,-20,2.5181,-6.51,-6.48,OK,66,2138,OPEN,Ramping FWD PWM
80350,47660,2,Tower_C,FWD_RAMP,220,0,220,1811,10415,101,2.5427,31.48,31.32,OK,84,2043,OPEN,Ramping FWD PWM
80395,47705,2,Tower_C,FWD_RAMP,220,0,220,1885,10489,74,2.5608,24.09,23.96,OK,108,2041,OPEN,Ramping FWD PWM
80440,47750,2,Tower_C,FWD_RAMP,220,0,220,1966,10570,81,2.5806,26.37,26.23,OK,146,2071,OPEN,Ramping FWD PWM
80485,47795,2,Tower_C,FWD_RAMP,220,0,220,2054,10658,88,2.6021,28.65,28.50,OK,194,2058,OPEN,Ramping FWD PWM
80530,47840,2,Tower_C,FWD_RAMP,220,0,220,2138,10742,84,2.6226,27.34,27.20,OK,255,2080,OPEN,Ramping FWD PWM
80577,47887,2,Tower_C,FWD_RAMP,220,0,220,2231,10835,93,2.6453,28.99,28.84,OK,255,1845,OPEN,Ramping FWD PWM
80622,47932,2,Tower_C,FWD_RAMP,220,0,220,2352,10956,121,2.6748,39.39,39.18,OK,255,1986,OPEN,Ramping FWD PWM
80667,47977,2,Tower_C,FWD_RAMP,220,0,220,2478,11081,125,2.7053,40.69,40.48,OK,253,2105,OPEN,Ramping FWD PWM
80712,48022,2,Tower_C,FWD_RAMP,220,0,220,2626,11229,148,2.7415,48.18,47.93,OK,213,2135,OPEN,Ramping FWD PWM
80757,48067,2,Tower_C,FWD_RAMP,220,0,220,2764,11368,139,2.7754,45.25,45.01,OK,217,2091,OPEN,Ramping FWD PWM
80804,48114,2,Tower_C,FWD_RAMP,220,0,220,2917,11521,153,2.8127,47.69,47.44,OK,160,2139,OPEN,Ramping FWD PWM
80849,48159,2,Tower_C,FWD_RAMP,220,0,220,3038,11643,122,2.8425,39.71,39.51,OK,130,2150,OPEN,Ramping FWD PWM
80894,48204,2,Tower_C,FWD_RAMP,220,0,220,3131,11735,92,2.8650,29.95,29.79,OK,88,2133,OPEN,Ramping FWD PWM
80939,48249,2,Tower_C,FWD_RAMP,220,0,220,3221,11825,90,2.8870,29.30,29.15,OK,72,2138,OPEN,Ramping FWD PWM
80986,48296,2,Tower_C,FWD_RAMP,220,0,220,3306,11910,85,2.9077,26.49,26.36,OK,54,2137,OPEN,Ramping FWD PWM
81031,48341,2,Tower_C,FWD_RAMP,220,0,220,3402,12006,96,2.9312,31.25,31.09,OK,46,2139,OPEN,Ramping FWD PWM
81076,48386,2,Tower_C,FWD_RAMP,220,0,220,3493,12097,91,2.9534,29.62,29.47,OK,44,2108,OPEN,Ramping FWD PWM
81121,48431,2,Tower_C,FWD_RAMP,220,0,220,3600,12205,108,2.9797,35.16,34.97,OK,48,2058,OPEN,Ramping FWD PWM
81166,48476,2,Tower_C,FWD_RAMP,220,0,220,3704,12308,103,3.0049,33.53,33.36,OK,64,2060,OPEN,Ramping FWD PWM
81213,48523,2,Tower_C,FWD_RAMP,220,0,220,3811,12415,107,3.0310,33.35,33.18,OK,86,2051,OPEN,Ramping FWD PWM
81258,48568,2,Tower_C,FWD_RAMP,220,0,220,3898,12502,87,3.0522,28.32,28.17,OK,120,2051,OPEN,Ramping FWD PWM
81303,48613,2,Tower_C,FWD_RAMP,220,0,220,3980,12585,83,3.0725,27.02,26.88,OK,168,2054,OPEN,Ramping FWD PWM
81348,48658,2,Tower_C,FWD_RAMP,220,0,220,4057,12661,76,3.0911,24.74,24.61,OK,242,2045,OPEN,Ramping FWD PWM
81393,48703,2,Tower_C,FWD_RAMP,220,0,220,54,12754,93,3.1138,30.27,30.12,FAULT,255,1711,OPEN,Ramping FWD PWM
81440,48750,2,Tower_C,FWD_RAMP,255,0,255,149,12849,95,3.1370,29.61,29.46,FAULT,255,1426,OPEN,Ramping FWD PWM
81485,48795,2,Tower_C,FWD_RAMP,255,0,255,274,12974,125,3.1675,40.69,40.48,FAULT,255,1493,OPEN,Ramping FWD PWM
81530,48840,2,Tower_C,FWD_RAMP,255,0,255,375,13076,102,3.1924,33.20,33.03,FAULT,255,1313,OPEN,Ramping FWD PWM
81575,48885,2,Tower_C,FWD_RAMP,255,0,255,553,13253,177,3.2356,57.62,57.32,FAULT,255,1782,OPEN,Ramping FWD PWM
81620,48930,2,Tower_C,FWD_RAMP,255,0,255,713,13411,158,3.2742,51.43,51.17,OK,255,1991,OPEN,Ramping FWD PWM
81667,48977,2,Tower_C,FWD_RAMP,255,0,255,925,13625,214,3.3264,66.70,66.35,OK,85,2134,OPEN,Ramping FWD PWM
81712,49022,2,Tower_C,FWD_RAMP,255,0,255,1055,13755,130,3.3582,42.32,42.10,OK,79,2128,OPEN,Ramping FWD PWM
81757,49067,2,Tower_C,FWD_RAMP,255,0,255,1200,13899,144,3.3933,46.87,46.63,OK,77,2139,OPEN,Ramping FWD PWM
81802,49112,2,Tower_C,FWD_RAMP,255,0,255,1322,14021,122,3.4231,39.71,39.51,OK,57,2119,OPEN,Ramping FWD PWM
81849,49159,2,Tower_C,FWD_RAMP,255,0,255,1447,14147,126,3.4539,39.27,39.07,OK,49,2136,OPEN,Ramping FWD PWM
81894,49204,2,Tower_C,FWD_RAMP,255,0,255,1564,14264,117,3.4824,38.09,37.89,OK,49,2121,OPEN,Ramping FWD PWM
81939,49249,2,Tower_C,FWD_RAMP,255,0,255,1661,14362,98,3.5063,31.90,31.74,OK,55,2073,OPEN,Ramping FWD PWM
81984,49294,2,Tower_C,FWD_RAMP,255,0,255,1752,14453,91,3.5286,29.62,29.47,OK,71,2065,OPEN,Ramping FWD PWM
82029,49339,2,Tower_C,FWD_RAMP,255,0,255,1836,14536,83,3.5488,27.02,26.88,OK,97,2055,OPEN,Ramping FWD PWM
82076,49386,2,Tower_C,FWD_RAMP,255,0,255,1932,14632,96,3.5723,29.92,29.77,OK,145,2048,OPEN,Ramping FWD PWM
82121,49431,2,Tower_C,FWD_RAMP,255,0,255,2025,14725,93,3.5950,30.27,30.12,OK,213,2056,OPEN,Ramping FWD PWM
82166,49476,2,Tower_C,FWD_RAMP,255,0,255,2133,14832,107,3.6211,34.83,34.65,OK,255,1961,OPEN,Ramping FWD PWM
82211,49521,2,Tower_C,FWD_RAMP,255,0,255,2241,14941,109,3.6477,35.48,35.30,FAULT,255,1626,OPEN,Ramping FWD PWM
82256,49566,2,Tower_C,FWD_RAMP,255,0,255,2307,15008,67,3.6641,21.81,21.70,FAULT,255,1256,OPEN,Ramping FWD PWM
82303,49613,2,Tower_C,FWD_RAMP,255,0,255,2412,15114,106,3.6899,33.04,32.87,FAULT,255,1226,OPEN,Ramping FWD PWM
82348,49658,2,Tower_C,FWD_RAMP,255,0,255,2441,15142,28,3.6968,9.11,9.07,FAULT,255,1027,OPEN,Ramping FWD PWM
82393,49703,2,Tower_C,FWD_RAMP,255,0,255,2520,15223,81,3.7166,26.37,26.23,FAULT,255,1063,OPEN,Ramping FWD PWM
